18250 4.04305126783455
22002 4.04305126783455
27128 4.04305126783455
27209 4.04305126783455
42641 4.04305126783455
48882 4.04305126783455
58748 4.04305126783455
69471 4.04305126783455
70466 4.04305126783455
78125 4.04305126783455
83201 4.04305126783455
83304 4.04305126783455
85601 4.04305126783455
22021 3.349904087274605
23536 3.349904087274605
34745 3.349904087274605
38350 3.349904087274605
38383 3.349904087274605
39961 3.349904087274605
5166 3.349904087274605
53046 3.349904087274605
5410 3.349904087274605
5418 3.349904087274605
54467 3.349904087274605
78115 3.349904087274605
18246 2.9444389791664403
39944 2.9444389791664403
54208 2.9444389791664403
54214 2.9444389791664403
59464 2.9444389791664403
15927 2.4336133554004498
16894 2.4336133554004498
78269 2.2512917986064953
81350 2.2512917986064953
12858 2.097141118779237
47596 2.097141118779237
54220 2.097141118779237
6104 2.097141118779237
64800 2.097141118779237
85553 2.097141118779237
14376 1.55814461804655
17276 1.55814461804655
19797 1.55814461804655
22961 1.55814461804655
27966 1.55814461804655
30217 1.55814461804655
31141 1.55814461804655
61149 1.55814461804655
6635 1.55814461804655
68028 1.55814461804655
73326 1.55814461804655
7937 1.55814461804655
8620 1.55814461804655
13348 1.0986122886681098
13364 1.0986122886681098
41121 1.0986122886681098
68780 0.6418538861723947
