19285 59.277726574870854
4528 54.27419438779346
61262 54.01771573997539
74036 49.03888109134968
69236 48.84325309957737
65604 48.815916035042775
4546 48.322874138963094
9981 48.121519710224284
14377 48.05315625393038
46194 47.525622542203855
7225 43.74055672401423
30653 43.06391705322197
78418 43.030885414142475
2345 43.02998133801529
2346 43.02018208631149
21511 42.98197637047475
13147 42.871773524867685
2415 42.78514950137824
78447 42.70381197942437
68716 38.253891760667706
2725 37.67298346024716
53830 37.65668366390191
75278 37.17845034716638
12109 36.67048942643181
25328 32.763641148536536
79988 32.1624842139249
74846 32.01974841420788
68718 27.543006379257623
65633 27.10500099607458
20350 26.934816418109946
79951 26.215061161701485
57243 10.41814358134269
11302 5.254193384257115
